Dy,BART,BARTp,BARTpadj,CCT,CCTn,CCTnadj,CCTr,CCTradj,DFEss,DFEr,DFEre,DFD,DFDr,LOT,LOTr,LOTcv,MPL,MPLr,MT,MTr,VRTTT,GABS,SOEP,SOEPdri,SOEPfin,SOEPrec,SOEPocc,SOEPhea,SOEPsoc,Deth,Dinv,Dgam,Dhea,Drec,Dsoc,Deth_r,Dinv_r,Dgam_r,Dhea_r,Drec_r,Dsoc_r,Deth_b,Dinv_b,Dgam_b,Dhea_b,Drec_b,Dsoc_b,PRI,PRIw,BIS1att,BIS1mot,BIS1ctr,BIS1com,BIS1per,BIS1ins,BISa,BISm,BISn,BIS,SStas,SSexp,SSdis,SSbor,SSSV,age,sex,loc,ses,ses_moth,ses_fath,sibl,sibl_y,sibl_o,birthrank,edu,income,NUM,MUpc,OSpcL,SSpcL,SSTM,WMC,NEO_A,NEO_C,NEO_E,NEO_N,NEO_O,STAI_trait,gen_valence,gen_arousal,gen_arouspos,gen_arousneg,gen_happy,gen_afraid,gen_sad,gen_angry,gen_motivat,gen_concentr,gen_timepr,gen_tired,pre_valence,pre_arousal,pre_arouspos,pre_arousneg,pre_happy,pre_afraid,pre_sad,pre_angry,pre_motivat,pre_concentr,pre_timepr,pre_tired,mid1_valence,mid1_arousal,mid1_arouspos,mid1_arousneg,mid1_happy,mid1_afraid,mid1_sad,mid1_angry,mid1_motivat,mid1_concentr,mid1_timepr,mid1_tired,mid2_valence,mid2_arousal,mid2_arouspos,mid2_arousneg,mid2_happy,mid2_afraid,mid2_sad,mid2_angry,mid2_motivat,mid2_concentr,mid2_timepr,mid2_tired,post_valence,post_arousal,post_arouspos,post_arousneg,post_happy,post_afraid,post_sad,post_angry,post_motivat,post_concentr,post_timepr,post_tired,ABCTEU_OS,ABCTEU_CS,ABCTEU_DEV,ABCTEU_BIC,ABCT4P_OS,ABCT4P_PW,ABCT4P_LA,ABCT4P_CS,ABCT4P_DEV,ABCT4P_BIC,ABCT6P_OSg,ABCT6P_OSl,ABCT6P_PWg,ABCT6P_PWl,ABCT6P_LA,ABCT6P_CS,ABCT6P_DEV,ABCT6P_BIC,ABCTRN_DEV,MPLEU_OS,MPLEU_CS,MPLEU_DEV,MPLEU_BIC,MPL4P_OS,MPL4P_PW,MPL4P_LA,MPL4P_CS,MPL4P_DEV,MPL4P_BIC,MPL6P_OSg,MPL6P_OSl,MPL6P_PWg,MPL6P_PWl,MPL6P_LA,MPL6P_CS,MPL6P_DEV,MPL6P_BIC,MPLRN_DEV,CCTEU_OS,CCTEU_CS,CCTEU_DEV,CCTEU_BIC,CCT3P_OS,CCT3P_PW,CCT3P_LA,CCT3P_DEV,CCT3P_BIC,CCT4P_OS,CCT4P_PW,CCT4P_LA,CCT4P_CS,CCT4P_DEV,CCT4P_BIC,CCT6P_OSg,CCT6P_OSl,CCT6P_PWg,CCT6P_PWl,CCT6P_LA,CCT6P_CS,CCT6P_DEV,CCT6P_BIC,CCTRN_mp,CCTRN_DEV,CCTRN_BIC,BARTRN_pm,BARTRN_DEV,BARTRN_BIC,BART1_OS,BART1_alpha,BART1_mu,BART1_LA,BART1_CS,BART1_DEV,BART1_BIC,BART3_OS,BART3_alpha,BART3_mu,BART3_CS,BART3_DEV,BART3_BIC
30,38.6,38.6,39.78,293,293,124,0.1518762,0.14814824,2.12,0.5,NaN,0.25,0.25,0.48,0.48,0.3,5,5,0.763681592039801,0.763681592039801,7.28,1,4,4,4,4,6,6,9,1.375,2,1,2.125,1.5,3.5,4,3.5,4,3.625,4.125,1.625,1.75,2,1,1,1,2.125,3,20,8,17,18,12,8,5,13,25,30,68,13,16,14,17,60,21,0,0,4,6,6,1,1,0,1,2,0,2,0.47,0.8952380952380953,0.8747619047619047,0.9017857142857143,0.37262148686854046,NA,NA,NA,NA,NA,NA,80,11,21,0,39,68,59,0,89,39,30,70,79,0,58,0,47,0,0,0,88,70,0,44,60,60,65,0,60,0,0,0,91,80,0,61,39,60,40,30,31,0,0,71,71,39,60,68,60,0,60,0,69,0,0,0,0,69,61,0,0.87733358,0.53172316,29.584398,37.408444,1.0580567,0.86020011,1.2550036,0.27106708,26.876972,42.525064,1.0438573,0.99225259,0.67888747,1.0890628,1.3755158,0.7075934,16.338674,39.810812,69.314718,0.99323118,10,6.5158209,14.89513,1.1322867,1.0137548,1.0599477,4.8149022,3.4095013,20.16812,0.90510334,1.1286819,1.7749303,0.13209402,0.60212655,10,0.48322224,25.621151,91.495428,0.37203073,10,258.48954,267.35118,0.11612966,0.028378766,0.11455982,184.44586,197.73831,0.11613583,0.028385670000000002,0.11455573,10,184.44586,202.16912,0.059069891,1.0048975,0.03864454,3.5738079e-12,0.79458924,10,171.07502,197.65992,0.91277034,190.0806,194.51142,0.97987389,626.63965,630.04085,0.93929327,225.43735,225.0985,2.784983,9.9765173,126.62698,143.63296,0.43892789,478.41497,479.85173,0.18481442,124.23268,137.83747
36,38.53,38.53,43.45,386,386,111,0.19138511,0.19462984,17.75,0.5,0.5,0.375,0.375,0.54,0.54,0.32,2,2,0.7375621890547265,0.7375621890547265,8.01,1,7,4,5,8,5,7,8,2.125,2.75,1.25,3.25,3.5,4,2.875,2.25,4,3.625,3,2.25,3.25,3,2.5,2.125,2.875,3.75,6,24,14,21,15,12,12,8,22,33,27,82,19,17,18,11,65,24,1,0,6,7,4,4,1,3,4,2,2,1,0.6322222222222222,0.86,0.7979365079365079,0.8303571428571429,0.49665541452868783,NA,NA,NA,NA,NA,NA,60,30,56,33,70,11,28,25,69,43,0,79,70,61,59,37,50,30,42,11,70,70,19,81,19,40,41,65,33,0,30,69,60,41,30,64,77,56,64,38,52,8,42,5,64,67,13,35,68,68,78,17,64,0,0,14,70,14,71,3,0.89795485,0.23554048,46.6327,54.456746,1.0796874,1.1849283,0.50916557,0.11693825,44.187246,59.835338,1.1672848,0.603873,1.194405,1.0027099,10,0.090257312,41.583526,65.055664,69.314718,1.1051568,0.35614324,26.49202,34.871329,0.45261501,0.61175208,0.75633738,8.7993514,21.289965,38.048584,0.51478927,1.3100328,0.63221474,0.23485578,0.027490976,10,12.288718,37.426646,91.495428,0.30244642,10,242.86286,251.72449,0.27600586,0.71258186,1.1744333e-9,156.49973,169.79218,0.27600868,0.71260085,1.6420199e-12,10,156.49973,174.22299,0.19380367,1.1961677,0.73698262,3.0870861e-11,0.88826368,10,144.20195,170.78685,0.94840186,165.39754,169.82836,0.95809729,614.37124,617.77244,0.95701297,127.06693,126.6417,3.0573965,8.9724532,144.38751,161.39349,0.38760562,293.41336,294.00939,0.14979554,144.1202,157.72499
31,39.77,39.77,45,598,598,155,0.27936692,0.40753259,38.5,0.5,0.5,0.375,0.375,0.42,0.42,0.48,2,2,0.7251243781094525,0.7251243781094525,7.93,1,4,3,5,5,4,3,4,1.25,1.5,1.25,2.25,2.375,3,3.75,2.25,3.5,3.5,3.125,2.625,1.125,1.75,1.75,1,2.125,2.625,3,13,9,12,10,9,4,6,15,16,19,50,18,18,12,12,60,20,1,0,5,7,5,1,0,1,2,2,0,2,0.6411111111111111,0.6877777777777778,0.6234126984126984,0.7857142857142857,-0.02645149025754806,NA,NA,NA,NA,NA,NA,100,7,81,0,100,0,0,0,100,89,0,28,100,8,71,0,100,0,0,0,100,100,0,17,72,8,75,1,98,1,0,11,100,78,1,0,81,60,78,0,88,2,93,4,90,89,9,10,77,16,0,0,77,1,0,16,62,66,0,64,1.0676578,0.021435577,66.113915,73.937961,1.3985892,0.51123739,1.1990767,0.010323135,62.632005,78.280097,1.0470525,2.2689819,0.70534326,0.42577567,0.0039455122,0.057727114,59.42964,82.901778,69.314718,0.34102825,7.0014538,38.633378,47.012688,0.60460979,0.69850356,1.4414885,10,4.3790985,21.137718,0.77285197,0.79596543,0.37654255,1.559584,1.1051268,10,2.3311979,27.469126,91.495428,0.052821855,4.7163437,259.57112,268.43276,0.074242217,0.18170938,0.031732123,123.22295,136.5154,0.074238683,0.18170166,0.031728701,10,123.22295,140.94622,0.029418324,0.63378702,0.23394741,6.9935724e-11,0.63705386,10,119.89659,146.48149,0.97872835,125.82526,130.25608,0.9704328,504.69027,508.09147,0.76764896,74.318472,75.346508,3.2962382,9.7240962,139.56542,156.57141,0.79439822,129.07327,130.6794,0.11791199,140.43537,154.04016
30,21.73,21.73,21.74,376,376,262,0.17057696,0.19578702,14.12,0.38,0.29,0.25,0.25,0.44,0.44,0.46,2,2,0.715174129353234,0.715174129353234,6.08,1,4,2,4,6,6,5,6,1.5,1,1,2.5,2.625,3,4.25,3.75,4.5,3.375,3.625,2.5,1.25,2,1.5,1.75,2.875,3.125,5,24,11,18,14,10,6,7,18,24,24,66,17,19,14,14,64,22,0,0,5,7,9,3,0,3,4,2,1,2,0.6533333333333333,0.779047619047619,0.6377777777777778,0.9285714285714286,0.35911275993695746,NA,NA,NA,NA,NA,NA,70,60,65,56,60,40,53,57,79,70,65,45,67,40,57,0,67,0,0,0,65,92,37,57,37,60,46,60,56,0,37,80,64,67,0,26,69,21,31,37,70,1,6,23,64,60,21,57,39,17,32,44,37,0,0,17,24,26,64,80,0.49090003,1.1709607,54.645631,62.469677,0.7191946,0.64675097,1.599945,0.47849344,51.849919,67.498011,0.69922886,0.72735122,0.67669217,0.63419367,1.4287522,0.52173433,51.827024,75.299162,69.314718,0.53630892,3.0781441,32.409573,40.788882,0.60451758,0.41012186,1.0722158,6.7456616,16.608616,33.367235,0.51069238,0.72365756,0.64221829,0.068900041,0.44680777,10,14.028881,39.166809,91.495428,0.075157292,3.7402377,275.0587,283.92033,0.036803513,0.18398853,0.78548862,260.92208,274.21453,0.036812691,0.18400916,0.78549929,10,260.92208,278.64535,0.023776406,0.4087146,0.30445124,0.79214396,1.3387523,5.066846,260.00802,286.59292,0.88889325,295.11195,299.54277,0.94275316,605.33045,608.73164,0.66391433,318.39213,319.63597,9.9611414,6.5548714,168.20495,185.21093,0.32322736,543.60098,546.19113,0.12513735,168.30954,181.91433
34,29.07,29.07,30.48,488,488,175,0.23256939,0.31328847,24.75,0.62,0.5,0.375,0.375,0.52,0.52,0.42,5,5,0.7475124378109455,0.7475124378109455,7.99,0,10,6,2,11,2,5,2,1.875,1,2,2.75,3.5,3.5,2.5,3,3.5,3.875,3.25,2.75,1.875,1,1.25,1.75,3.375,3.125,3,20,8,21,12,11,9,8,16,30,23,69,19,17,15,13,64,21,0,0,3,10,6,4,3,1,2,2,2,0,0.45444444444444443,0.8015873015873016,0.6015079365079365,0.7589285714285714,-0.41918290710726214,NA,NA,NA,NA,NA,NA,69,40,70,11,70,0,31,0,89,90,19,30,80,39,99,0,79,0,0,0,100,100,0,20,59,60,90,30,84,0,0,68,100,100,0,1,61,55,68,54,60,0,0,59,78,68,61,64,80,39,79,0,76,0,0,0,70,80,0,69,1.5605651,0.0078548188,49.071897,56.895944,1.683719,0.9191559,0.99088005,0.0047143182,48.898846,64.546938,0.14291658,3.1634598,7.6545476,0.79328985,9.2858513e-7,9.8190705,38.054697,61.526835,69.314718,6.2452943,2.7755576e-14,88.328607,96.707916,0.60291663,0.1689903,1.5519653,1.4043462,54.620477,71.379096,0.22606733,0.69651069,5.6550814,0.021349187,0.20736166,10,46.195182,71.333111,91.495428,5.6955218e-10,3.3528612,264.50137,273.363,2.266593e-9,0.038917796,0.21478302,161.51015,174.8026,1.252104e-10,0.060717767,7.9182216e-11,7.7286002,161.45,179.17326,7.6749718e-12,0.41035714,0.10366737,4.3157145e-10,0.57665542,10,158.24705,184.83195,0.9625292,162.07364,166.50446,0.94134063,639.42312,642.82432,0.77042335,336.77527,337.62752,5.6711436,7.7794512,158.88681,175.8928,0.4221919,557.19082,559.75822,0.13453756,158.04062,171.64541
31,40.33,40.33,45.24,267,267,121,0.14272941,0.11094015,15.62,0.62,0.67,0.25,0.25,0.44,0.44,0.52,3,3,0.7450248756218905,0.7450248756218905,10.3,1,6,5,5,8,7,7,8,1.625,1.75,1.25,2.5,1.75,3.125,4.125,3.25,3.75,4,3.875,2.375,1.625,2,1.5,1,1.5,3,4,21,7,9,10,11,6,4,11,15,21,47,14,13,11,13,51,21,0,0,4,6,4,4,1,3,4,2,2,2,0.8222222222222222,0.7880952380952381,0.698968253968254,0.8928571428571429,0.8195608795313891,NA,NA,NA,NA,NA,NA,69,31,77,19,83,36,56,22,93,88,59,62,80,60,72,37,82,41,54,18,88,88,56,37,59,29,55,45,56,10,59,24,64,68,27,42,69,56,65,34,60,29,33,26,70,60,59,44,71,70,62,33,70,24,26,25,76,66,55,57,1.3653873,0.009993352,59.415905,67.239951,1.3869255,0.52248046,1.471046,0.033423822,41.541598,57.18969,1.0992635,1.5801745,0.43962816,0.62294494,0.131596,0.1793542,37.430167,60.902305,69.314718,0.41225867,2.61194,56.280002,64.659311,0.64083157,0.56301534,1.5320508,6.0701831,13.662515,30.421134,0.78394454,1.1043968,0.56344283,0.87479072,0.40788791,10,4.7442198,29.882148,91.495428,0.43901017,10,279.16193,288.02356,0.19753384,0.15355581,0.30409506,214.84668,228.13913,0.19752244,0.15356175,0.30412152,10,214.84668,232.56995,0.12632464,0.82644253,0.2251053,2.1664065e-9,1.2820935,10,183.61177,210.19667,0.8754194,229.34285,233.77367,0.9642511,638.34583,641.74703,0.66637083,490.09846,492.50936,8.8710566,9.9987266,161.84934,178.85533,0.45936219,592.34295,595.43793,0.11216194,162.51827,176.12306
53,12.64,12.64,12.52,429,429,180,0.21329511,0.23025001,3.38,0.38,NaN,0.125,0.125,0.38,0.38,0.54,6,6,0.794776119402985,0.794776119402985,6.3,1,3,3,4,6,6,2,7,2.875,4.25,4.5,3.5,3.875,3.75,2.875,4.25,3.5,2.375,3.5,3.875,2.5,2.75,3.25,3.375,2.75,2.875,2,10,12,23,11,11,8,9,21,31,22,74,18,17,14,13,62,23,0,0,1,4,1,3,2,1,2,2,2,1,0.2811111111111111,0.13246031746031747,0.15071428571428572,0.6160714285714286,-2.563770307842566,NA,NA,NA,NA,NA,NA,80,42,83,29,82,21,19,49,69,40,69,31,60,40,90,0,80,0,0,0,78,82,8,20,40,73,35,60,33,31,55,87,40,70,68,58,69,67,54,31,53,24,46,63,43,60,43,71,65,44,68,35,37,32,39,56,60,33,35,62,1.500966e-11,5.9006713,60.750006,68.574052,5.5511151e-15,0.060707145,10,10,59.285134,74.933226,0.0069356373,0.017717569,9.3535584,2.7755576e-15,2.0887496,10,56.787343,80.259481,69.314718,0.023929293,9.4368957e-15,91.495428,99.874737,1.1118442,1.4418133e-10,10,0.0030790671,85.7144,102.47302,0.050441978,1.8308422,7.3719621,0.029530879,0.0011122148,1.5792621,84.285715,109.42364,91.495428,0.092585231,3.9839693,302.96753,311.82916,0.10823976,0.063618314,0.036515319,197.01745,210.3099,0.10823404,0.063619951,0.036540324,10,197.01745,214.74071,0.081781335,1.2688383,0.059374795,0.50813922,0.56192969,10,195.15789,221.74279,0.94284819,199.3196,203.75041,0.89984352,415.89531,419.22752,0.94688045,60.580783,61.190139,7.8156713,5.6084992,143.58684,160.24786,0.14811781,166.50297,167.8294,0.30669812,141.05395,154.38277
33,23.1,23.1,24.17,199,199,84,0.11981391,0.073243079,29,0.62,0.43,0.375,0.375,0.44,0.44,0.26,3,3,0.7388059701492535,0.7388059701492535,8.44,0,4,2,2,6,7,6,6,1.625,3,1.5,2.25,3.375,3.125,3.75,3,4.5,3.375,2.875,2.375,2.125,2.5,1,1.625,2.875,3,5,25,9,17,18,11,6,5,14,23,29,66,17,15,11,11,54,22,0,0,3,1,1,3,1,2,3,3,0,3,0,0.6607936507936508,0.5238888888888888,0.8660714285714286,-1.6490539691839283,NA,NA,NA,NA,NA,NA,71,47,70,25,74,25,21,30,72,59,75,72,52,20,24,0,71,20,18,0,53,73,0,23,26,33,25,19,27,22,83,20,68,82,23,80,53,60,21,19,47,24,23,26,72,80,15,72,48,61,60,10,74,43,23,29,73,71,75,71,0.89440203,0.27068843,44.543743,52.367789,0.84704372000000006,0.97268731,2.640389,0.34910036,33.947294,49.595386,0.79621157,0.90426934,1.0484067,0.90700937,1.5941672,0.44659725,33.621454,57.093592,69.314718,0.4382999,2.1908777,57.176514,65.555823,0.55641824,0.45712467,1.3555482,3.9286171,29.839754,46.598373,0.42226309,0.42030335,0.91005959,2.7833291e-12,1.6217404,7.9823657,27.083049,52.220978,91.495428,0.57394055,10,246.39318,255.25481,0.24518349,0.12648493,0.38093434,194.66066,207.95311,0.24517435,0.12647057,0.38093727,10,194.66066,212.38393,0.083911422,0.76811125,0.089149022,7.5207895e-10,1.6340266,10,156.12349,182.70839,0.82915608,219.45845,223.88927,0.94965713,348.76915,352.13644,1.8078986,0.25391921,0.15534061,0.25329104,9.9059942,107.99273,124.82921,0.2650069,308.70085,311.36129,0.47365382,121.61645,135.08563
34,35.8,35.8,37.91,590,590,183,0.2758564,0.35980065,10.25,0.5,0.33,0.375,0.375,0.46,0.46,0.44,5,5,0.7475124378109455,0.7475124378109455,7.18,0,6,7,4,6,4,4,3,1.625,1,1,2,3,3.375,4.25,4.75,4.75,3.875,3.25,2.875,2.75,1.5,1.75,2,3.625,3.5,5,26,11,18,12,10,8,10,21,26,22,69,18,17,17,14,66,22,0,0,6,5,5,1,1,0,1,2,1,2,0.7111111111111111,0.8414285714285714,0.6665079365079365,0.875,0.5356997130241483,NA,NA,NA,NA,NA,NA,61,54,59,60,70,69,59,60,70,70,74,59,40,40,53,69,55,79,69,81,31,71,20,71,41,62,31,64,27,80,34,72,73,81,19,71,59,30,21,63,44,66,69,69,42,36,63,71,35,36,33,71,29,85,63,75,38,57,13,80,0.29299633,2.7371189,57.808462,65.632508,0.67059468,0.47694093,1.8546402,0.61748733,51.255601,66.903693,0.31914722,0.87357854,0.75664909,0.40978261,0.10440608999999999,4.8487468,47.362415,70.834553,69.314718,5.6417484,1.4818702e-10,63.202134,71.581444,2.411765,0.15324872,1.3567871,0.0055682907,20.023418,36.782037,1.2087527,1.6721966,8.2016421,0.14402193,0.37570987,1.6189694,6.0183398,31.156268,91.495428,0.010480028,3.7531667,276.60306,285.46469,0.10026673,0.19506289,0.031702341,152.1512,165.44365,0.1002769,0.19508008,0.031691393,10,152.1512,169.87447,0.0770122,0.7611439,0.24332188,1.2811974e-11,0.42257653,10,150.17164,176.75654,0.97199831,155.08011,159.51092,0.97530872,562.66241,566.06361,0.6050556,38.56386,38.663213,9.786382,8.8014327,168.55888,185.56487,0.49865956,55.301543,55.531121,0.10824266,171.25969,184.86448
29,26.17,26.17,26.55,474,474,259,0.23085964,0.35218619,32.62,0.62,0.62,0.625,0.625,0.46,0.46,0.26,4,4,0.728855721393035,0.728855721393035,5.67,0,7,3,6,7,7,7,8,1.375,1,1,2.875,2.375,3,3.125,2.75,2.25,2.875,3,2.375,1.625,2.75,2.75,1.125,2.125,3.125,5,26,13,19,17,14,12,8,21,31,31,83,17,18,13,16,64,22,0,0,4,3,3,2,2,0,1,2,2,4,0.5277777777777778,0.9369047619047619,0.901984126984127,0.8125,0.46599706821875364,NA,NA,NA,NA,NA,NA,80,91,70,46,59,56,48,49,89,45,47,30,89,80,60,10,79,21,9,11,91,59,60,10,53,48,54,39,55,5,34,54,55,48,18,54,60,62,60,45,54,7,17,46,59,47,58,54,71,37,48,12,55,11,24,10,49,55,42,70,0.8645494,0.5184853,31.582586,39.406632,0.59851562,1.3633993,1.3555438,1.5885587,27.709241,43.357333,0.5592796,0.15857638,1.0759752,3.5856607,10,2.8121151,23.301833,46.773971,69.314718,0.88890005,0.71444063,29.904816,38.284125,0.72375746,0.33941688,0.8731138,3.4322234,23.366566,40.125185,0.69666216,0.27367951,0.75822442,1.286564e-8,9.9999785,5.5863103,13.933222,39.071151,91.495428,0.013168989,3.1387695,305.92913,314.79077,0.071086326,0.13618562,0.28162031,200.45266,213.74511999999999,0.071066021,0.13615476,0.2816419,10,200.45266,218.17593,0.048430821,2.7815135,0.093382025,1.7635449,10,8.1850339,196.36931,222.95421,0.94800413,204.36254,208.79335,0.95659129,444.42842,447.82962,0.62607602,133.03333,134.84447,7.6236664,8.340827,162.39459,179.40058,0.51058785,126.10267,127.71871,0.14459534,161.82519,175.42998
27,49.27,49.27,60.38,576,576,237,0.27971523,0.36900569,24.5,0.62,0.5,0.5,0.5,0.4,0.4,0.46,2,2,0.742537313432836,0.742537313432836,8.98,0,7,1,3,9,6,6,2,1,2,1,1.875,2.875,2.875,5,2.75,5,4.375,4,2,1,3,1,1.125,3.125,3.25,2,11,8,12,10,11,9,7,15,21,21,57,20,16,12,11,59,21,1,0,5,4,4,9,5,4,5,2,2,2,0.7288888888888889,0.8377777777777777,0.7674603174603174,0.9196428571428571,0.7985311746509833,NA,NA,NA,NA,NA,NA,70,22,60,16,72,22,20,17,85,85,61,21,86,8,92,0,93,0,0,0,94,93,0,0,40,65,64,60,69,0,0,62,92,90,0,9,30,67,40,64,70,0,0,69,85,71,0,68,79,10,60,0,88,0,0,0,94,91,0,14,0.32136047,1.4358618,63.799393,71.623439,0.54351129,0.59025907,1.8778359,0.6453135,59.916543,75.564635,0.25605506,1.0425721,0.49222608,0.65257992,0.02049381,4.673737,57.653941,81.126079,69.314718,7.0612521,7.7715612e-14,69.949568,78.328877,0.50349843,0.048963797,0.91024442,3.4503587,54.098805,70.857424,0.50134554,0.39518006,0.082503501,1.002457e-9,1.6313143,3.4859111,53.84715,78.985079,91.495428,3.9224513e-10,3.1653355,330.90035,339.76199,0.13026756,0.24984482,0.13214525,193.42467,206.71713,0.13026235,0.24985072,0.13217652,10,193.42467,211.14794,0.086887977,1.185052,0.248737,0.50172276,1.5108833,10,182.2355,208.8204,0.95999895,201.53298,205.96379,0.96989652,574.4524,577.8536,1.9915617,5.5497607,5.3219162,0.025287699,9.9991731,97.622163,114.62815,0.63425527,191.87026,193.37382,0.22772045,101.90549,115.51028
32,44.2,44.2,46.69,484,484,240,0.23457153,0.3239715,23.12,0.62,0.62,0.25,0.25,0.48,0.48,0.44,2,2,0.7537313432835819,0.7537313432835819,9.34,1,8,6,9,9,8,9,3,2.375,2.75,2.5,2.875,3,3.375,3.25,2.5,3.25,3.25,3.375,2.875,3,3.25,3,1.875,2.75,3.875,6,28,9,19,17,10,12,7,16,31,27,74,19,15,16,18,68,22,0,0,2,7,4,1,1,0,1,2,0,1,0.3288888888888889,0.623015873015873,0.4926984126984127,0.7053571428571429,-1.1915063719202257,NA,NA,NA,NA,NA,NA,86,79,75,22,75,13,20,25,90,81,89,26,69,47,71,20,74,15,9,10,89,85,20,36,70,70,65,28,67,5,6,20,73,73,15,59,60,64,64,15,61,4,5,11,70,69,10,35,90,91,63,14,74,0,8,9,71,71,18,58,0.87343502,0.1161056,60.933978,68.758024,1.0494259,0.76846383,1.3884651,0.056511296,59.434448,75.08254,1.3116526,1.0350193,0.54643566,0.87252759,4.2074433,0.020444404,58.314683,81.786821,69.314718,1.0538585,0.052160359,71.200189,79.579499,0.53327968,0.16998866,1.1303935,4.7026679,34.588047,51.346666,0.59058774,0.22823864,0.38450203,1.1729506e-12,10,5.9037607,21.838124,46.976053,91.495428,6.2629846e-10,3.0125398,295.23745,304.09909,0.1078238,0.16166012,0.15541537,196.19236,209.48481,0.11016485,0.21090695,8.2228668e-12,8.1488079,195.76271,213.48598,0.11016973,9.9341859,0.21091253,3.407627,5.065337e-11,8.1489062,195.76271,222.34761,0.95088977,199.4301,203.86092,0.9841269,451.89372,455.29492,0.56464742,805.71646,810.42382,8.2850602,9.0085369,146.80188,163.80787,0.90737439,1045.7457,1052.7272,0.061960531,151.12895,164.73374
33,41.83,41.83,46.68,263,263,142,0.11690263,0.097617286,32.62,0.38,0.38,0.75,0.75,0.44,0.44,0.38,4,4,0.7300995024875621,0.7300995024875621,10,1,4,3,5,8,9,7,6,2.375,2.25,1.75,3.125,2.875,3.75,3,1.75,3.75,3,3.25,2.5,2.875,4.25,1.5,2.25,3,3,5,23,9,15,12,11,8,8,17,23,23,63,19,19,13,15,66,35,1,0,5,7,7,3,1,2,3,3,2,4,0.5216666666666666,0.7546428571428572,0.749484126984127,0.75,-0.10014093626355633,NA,NA,NA,NA,NA,NA,70,40,79,60,53,40,19,58,96,70,89,70,55,40,58,52,53,2,10,11,60,60,40,79,61,69,60,39,59,39,21,31,86,80,56,69,58,83,53,49,53,13,22,54,78,80,60,80,53,22,37,40,53,45,20,41,22,24,53,89,1.3965023,0.017830475,47.541111,55.365157,1.1525937,1.0221502,2.728403,0.060687618,36.17353,51.821622,0.93203858,0.55342828,1.3026499,9.5565925,10,0.12604873,35.650216,59.122354,69.314718,0.28524288,6.3708392,52.044114,60.423424,0.55093248,0.90300854,1.6123658,4.2731791,23.521627,40.280246,0.75738304,1.3923112,1.0171533,1.9482082,0.11323804,9.9999999,4.0474471,29.185376,91.495428,0.38181193,10,227.48736,236.349,0.25632659,0.52168051,0.94303358,220.50203,233.79448,0.25630072,0.52162483,0.94306097,10,220.50203,238.22529,0.18745373,0.51808367,1.0159054,0.3423009,2.1834036,10,195.8981,222.483,0.83492541,282.23839,286.66921,0.97367079,490.12365,493.52485,0.60584302,2568.3072,2580.6533,9.9592738,8.7846409,163.35749,180.36348,0.55034521,2974.6848,2989.4463,0.077976293,163.89684,177.50163
28,30.63,30.63,32.41,331,331,204,0.1554892,0.15526037,23.5,0.5,0.43,0.5,0.5,0.44,0.44,0.44,6,6,0.743781094527363,0.743781094527363,7.74,0,4,4,3,5,3,3,4,1.625,1.75,1,1.5,1.875,3.25,2.75,3.75,4.5,4.125,2.75,2.25,2.875,2.5,1.75,1.375,3.125,3.75,3,16,11,11,11,7,6,7,18,17,18,53,16,16,10,13,55,21,0,0,6,4,3,2,2,0,1,2,2,3,0,0.817936507936508,0.6983333333333334,0.9732142857142857,-1.0249618941487937,NA,NA,NA,NA,NA,NA,64,35,63,36,60,75,35,24,65,73,26,12,67,16,59,0,60,26,16,1,83,83,11,20,65,67,71,45,58,24,16,35,73,79,21,9,63,20,36,20,55,17,34,6,59,58,19,60,39,12,29,20,59,16,54,5,16,66,7,80,1.4221672,0.027532601,36.740519,44.564565,1.5105838,1.1023584,1.3252076,0.015435896,35.034954,50.683046,0.89485223,2.5590438,1.0268359,1.2831674,4.9175234e-4,0.42804484,28.348988,51.821126,69.314718,0.61759066,1.1654202,47.511728,55.891038,1.1810529,0.79491907,1.7060622,4.8789233,2.1263366,18.884956,0.96999953,0.69490331,9.8986478000000009,0.97259942,9.8347883,8.6429809,0.0082827689,25.146211,91.495428,0.3634399,10,279.36036,288.22199,0.23499058,0.40499189,0.51218112,253.6458,266.93825,0.23497109,0.40495052,0.5122131,10,253.6458,271.36906,0.1442066,0.39976178,0.84459384,2.6817548e-10,1.0076602,7.5152468,249.14469,275.72959,0.88265606,271.18347,275.61428,0.98196729,330.42851,333.82971,0.85536219,89.901598,90.267363,3.6009933,9.9769299,133.6004,150.60639,0.4759349,112.43376,113.11303,0.24579419,135.28254,148.88733
